,number,cluster
FAM110D (ENSG00000197245),10991,2.0
C9orf142 (ENSG00000148362),10992,2.0
FSCN1 (ENSG00000075618),10993,2.0
CCDC144NL (ENSG00000205212),10994,2.0
RP3-512B11.3 (ENSG00000261189),10995,2.0
LINC00618 (ENSG00000225163),10996,2.0
CDC45 (ENSG00000093009),10997,2.0
SEC22A (ENSG00000121542),10998,2.0
ZNRD1 (ENSG00000066379),10999,2.0
RP13-270P17.1 (ENSG00000264235),11000,2.0
SUGP2 (ENSG00000064607),11001,2.0
PLAC1 (ENSG00000170965),11002,2.0
MIR219A2 (ENSG00000207955),11003,2.0
HIST2H2AB (ENSG00000184270),11004,2.0
MSX1 (ENSG00000163132),11005,2.0
NAP1L1 (ENSG00000187109),11006,2.0
ZNF407 (ENSG00000215421),11007,2.0
RP11-472N13.3 (ENSG00000237797),11008,2.0
CRABP2 (ENSG00000143320),11009,2.0
AURKB (ENSG00000178999),11010,2.0
PHC2 (ENSG00000134686),11011,2.0
NRGN (ENSG00000154146),11012,2.0
ZSCAN20 (ENSG00000121903),11013,2.0
CFAP20 (ENSG00000070761),11014,2.0
METAP1D (ENSG00000172878),11015,2.0
ACTL10 (ENSG00000182584),11016,2.0
MCM2 (ENSG00000073111),11017,2.0
PFN2 (ENSG00000070087),11018,2.0
PRPF19 (ENSG00000110107),11019,2.0
RP11-188D8.1 (ENSG00000271427),11020,2.0
RP11-83C7.1 (ENSG00000248227),11021,2.0
C17orf53 (ENSG00000125319),11022,2.0
OTOG (ENSG00000188162),11023,2.0
PLSCR5 (ENSG00000231213),11024,2.0
DZIP1L (ENSG00000158163),11025,2.0
RP11-290O12.2 (ENSG00000280241),11026,2.0
TUBB4B (ENSG00000188229),11027,2.0
ZNF83 (ENSG00000167766),11028,2.0
TYMS (ENSG00000176890),11029,2.0
ATP5G2 (ENSG00000135390),11030,2.0
CHRNA9 (ENSG00000174343),11031,2.0
MCMBP (ENSG00000197771),11032,2.0
ALPK2 (ENSG00000198796),11033,2.0
ROPN1B (ENSG00000114547),11034,2.0
RP11-368I7.6 (ENSG00000275734),11035,2.0
HIST1H4C (ENSG00000197061),11036,2.0
LEKR1 (ENSG00000197980),11037,2.0
CTD-2589H19.6 (ENSG00000271781),11038,2.0
CCDC15 (ENSG00000149548),11039,2.0
H2AFX (ENSG00000188486),11040,2.0
TOP3A (ENSG00000177302),11041,2.0
RP11-700J17.2 (ENSG00000272936),11042,2.0
NUP85 (ENSG00000125450),11043,2.0
C5orf34 (ENSG00000172244),11044,2.0
RP5-994D16.3 (ENSG00000234917),11045,2.0
NAPEPLD (ENSG00000161048),11046,2.0
CTB-193M12.5 (ENSG00000280206),11047,2.0
GABRB2 (ENSG00000145864),11048,2.0
ZNF41 (ENSG00000147124),11049,2.0
AP001372.2 (ENSG00000254837),11050,2.0
FBXO43 (ENSG00000156509),11051,2.0
INCENP (ENSG00000149503),11052,2.0
SPDL1 (ENSG00000040275),11053,2.0
TTI1 (ENSG00000101407),11054,2.0
YWHAQ (ENSG00000134308),11055,2.0
IMPDH2 (ENSG00000178035),11056,2.0
CENPV (ENSG00000166582),11057,2.0
MAT2B (ENSG00000038274),11058,2.0
PRR11 (ENSG00000068489),11059,2.0
HECTD2 (ENSG00000165338),11060,2.0
IL2RB (ENSG00000100385),11061,2.0
SSRP1 (ENSG00000149136),11062,2.0
WRAP53 (ENSG00000141499),11063,2.0
MUC12 (ENSG00000205277),11064,2.0
RP11-236B18.5 (ENSG00000273124),11065,2.0
TCTE3 (ENSG00000184786),11066,2.0
RP11-227D13.4 (ENSG00000259469),11067,2.0
CDK1 (ENSG00000170312),11068,2.0
CDC20B (ENSG00000164287),11069,2.0
DYRK3 (ENSG00000143479),11070,2.0
RP11-35P15.1 (ENSG00000270403),11071,2.0
RP11-384P7.7 (ENSG00000260947),11072,2.0
RPIA (ENSG00000153574),11073,2.0
HAS2 (ENSG00000170961),11074,2.0
RP11-359E3.4 (ENSG00000272631),11075,2.0
CTD-2189E23.2 (ENSG00000267406),11076,2.0
TTLL4 (ENSG00000135912),11077,2.0
ZEB2 (ENSG00000169554),11078,2.0
RP11-399K21.13 (ENSG00000273248),11079,2.0
KIRREL2 (ENSG00000126259),11080,2.0
CTC-487M23.8 (ENSG00000272869),11081,2.0
TIGD4 (ENSG00000169989),11082,2.0
RP5-884G6.2 (ENSG00000228084),11083,2.0
KIFC1 (ENSG00000237649),11084,2.0
KIF2C (ENSG00000142945),11085,2.0
KIF20A (ENSG00000112984),11086,2.0
LCORL (ENSG00000178177),11087,2.0
RP11-307C12.11 (ENSG00000232093),11088,2.0
RP11-407N17.5 (ENSG00000258940),11089,2.0
TUBA1B (ENSG00000123416),11090,2.0
TGFBRAP1 (ENSG00000135966),11091,2.0
RAP2C-AS1 (ENSG00000232160),11092,2.0
RHOB (ENSG00000143878),11093,2.0
CENPC (ENSG00000145241),11094,2.0
TSEN15 (ENSG00000198860),11095,2.0
MLH1 (ENSG00000076242),11096,2.0
RP11-795F19.5 (ENSG00000267127),11097,2.0
ARPIN (ENSG00000242498),11098,2.0
POLR3C (ENSG00000186141),11099,2.0
POLE3 (ENSG00000148229),11100,2.0
RACGAP1 (ENSG00000161800),11101,2.0
BDP1 (ENSG00000145734),11102,2.0
GNAS (ENSG00000087460),11103,2.0
IMPDH1 (ENSG00000106348),11104,2.0
RP11-1008C21.2 (ENSG00000236914),11105,2.0
UBL7 (ENSG00000138629),11106,2.0
RP11-452L6.5 (ENSG00000260267),11107,2.0
GPR161 (ENSG00000143147),11108,2.0
SPEN (ENSG00000065526),11109,2.0
RRM1 (ENSG00000167325),11110,2.0
RP11-235E17.2 (ENSG00000262304),11111,2.0
RP11-775C24.5 (ENSG00000277782),11112,2.0
NOL8 (ENSG00000198000),11113,2.0
CKAP2L (ENSG00000169607),11114,2.0
ZNF630 (ENSG00000221994),11115,2.0
PLP1 (ENSG00000123560),11116,3.0
TRAP1 (ENSG00000126602),11117,3.0
ANP32B (ENSG00000136938),11118,3.0
AC007403.2 (ENSG00000230525),11119,3.0
FAM35A (ENSG00000122376),11120,3.0
LIX1 (ENSG00000145721),11121,3.0
AC002310.7 (ENSG00000239791),11122,3.0
SLX1B (ENSG00000181625),11123,3.0
PPT2-EGFL8 (ENSG00000258388),11124,3.0
ZAP70 (ENSG00000115085),11125,3.0
SLC43A3 (ENSG00000134802),11126,3.0
ARNT2 (ENSG00000172379),11127,3.0
KIAA0907 (ENSG00000132680),11128,3.0
EMP2 (ENSG00000213853),11129,3.0
RP1-28O10.1 (ENSG00000227591),11130,3.0
SCFD2 (ENSG00000184178),11131,3.0
FAM216A (ENSG00000204856),11132,3.0
LRCH3 (ENSG00000186001),11133,3.0
RP11-347C12.11 (ENSG00000274653),11134,3.0
THAP7 (ENSG00000184436),11135,3.0
HAUS3 (ENSG00000214367),11136,3.0
PKNOX2 (ENSG00000165495),11137,3.0
ITGB1BP1 (ENSG00000119185),11138,3.0
RP11-414C23.1 (ENSG00000278847),11139,3.0
RPL4 (ENSG00000174444),11140,3.0
HOXB-AS3 (ENSG00000233101),11141,3.0
GPATCH11 (ENSG00000152133),11142,3.0
TUBGCP5 (ENSG00000275835),11143,3.0
NUMA1 (ENSG00000137497),11144,3.0
CCNB1IP1 (ENSG00000100814),11145,3.0
SOX10 (ENSG00000100146),11146,3.0
NT5C3A (ENSG00000122643),11147,3.0
REV1 (ENSG00000135945),11148,3.0
BLMH (ENSG00000108578),11149,3.0
NXT1 (ENSG00000132661),11150,3.0
VWA9 (ENSG00000138614),11151,3.0
WDR18 (ENSG00000065268),11152,3.0
CFC1 (ENSG00000136698),11153,3.0
CDC25C (ENSG00000158402),11154,3.0
MCM7 (ENSG00000166508),11155,3.0
RP5-1021I20.8 (ENSG00000273711),11156,3.0
MTFR1 (ENSG00000066855),11157,3.0
CBWD2 (ENSG00000136682),11158,3.0
RP11-1148L6.9 (ENSG00000204620),11159,3.0
DLEU2 (ENSG00000231607),11160,3.0
DNHD1 (ENSG00000179532),11161,3.0
S1PR2 (ENSG00000267534),11162,3.0
RP11-480C16.1 (ENSG00000272563),11163,3.0
ST3GAL6 (ENSG00000064225),11164,3.0
FANCA (ENSG00000187741),11165,3.0
PLIN2 (ENSG00000147872),11166,3.0
NANP (ENSG00000170191),11167,3.0
EPM2A (ENSG00000112425),11168,3.0
RP11-247A12.7 (ENSG00000268707),11169,3.0
CCDC74A (ENSG00000163040),11170,3.0
NAIP (ENSG00000249437),11171,3.0
JAG1 (ENSG00000101384),11172,3.0
RP11-586K2.1 (ENSG00000253553),11173,3.0
RPS3A (ENSG00000145425),11174,3.0
RP13-516M14.1 (ENSG00000260563),11175,3.0
PHKA1 (ENSG00000067177),11176,3.0
KIF6 (ENSG00000164627),11177,3.0
GEMIN5 (ENSG00000082516),11178,3.0
PLPPR4 (ENSG00000117600),11179,3.0
CCDC124 (ENSG00000007080),11180,3.0
RP11-286N22.8 (ENSG00000256591),11181,3.0
FAM86B1 (ENSG00000186523),11182,3.0
FBLN7 (ENSG00000144152),11183,3.0
CTD-2587M2.1 (ENSG00000249476),11184,3.0
CA7 (ENSG00000168748),11185,3.0
RGS20 (ENSG00000147509),11186,3.0
TOMM34 (ENSG00000025772),11187,3.0
CTD-2319I12.2 (ENSG00000267416),11188,3.0
SGMS1-AS1 (ENSG00000226200),11189,3.0
CPSF1 (ENSG00000071894),11190,3.0
GATM-AS1 (ENSG00000275672),11191,3.0
CMTM7 (ENSG00000153551),11192,3.0
RBBP4 (ENSG00000162521),11193,3.0
AC004893.11 (ENSG00000242687),11194,3.0
MECR (ENSG00000116353),11195,3.0
DOCK9 (ENSG00000088387),11196,3.0
MTBP (ENSG00000172167),11197,3.0
RNF157 (ENSG00000141576),11198,3.0
C4orf45 (ENSG00000164123),11199,3.0
ANKRD26 (ENSG00000107890),11200,3.0
SF1 (ENSG00000168066),11201,3.0
PHF6 (ENSG00000156531),11202,3.0
PIK3C2B (ENSG00000133056),11203,3.0
CDC23 (ENSG00000094880),11204,3.0
NKX2-5 (ENSG00000183072),11205,3.0
RP11-629O1.2 (ENSG00000261220),11206,3.0
ENPP3 (ENSG00000154269),11207,3.0
MESDC1 (ENSG00000140406),11208,3.0
E4F1 (ENSG00000167967),11209,3.0
CENPJ (ENSG00000151849),11210,3.0
LIPG (ENSG00000101670),11211,3.0
FADS1 (ENSG00000149485),11212,3.0
ETFA (ENSG00000140374),11213,3.0
ACYP1 (ENSG00000119640),11214,3.0
CERK (ENSG00000100422),11215,3.0
HIST1H3A (ENSG00000275714),11216,3.0
SYCE2 (ENSG00000161860),11217,3.0
LRP3 (ENSG00000130881),11218,3.0
HIRIP3 (ENSG00000149929),11219,3.0
PPP2R3C (ENSG00000092020),11220,3.0
RPPH1 (ENSG00000259001),11221,3.0
MTR (ENSG00000116984),11222,3.0
RP9 (ENSG00000164610),11223,3.0
SPSB4 (ENSG00000175093),11224,3.0
LRRCC1 (ENSG00000133739),11225,3.0
CBX3 (ENSG00000122565),11226,3.0
VWCE (ENSG00000167992),11227,3.0
SRGAP2B (ENSG00000196369),11228,3.0
POLD1 (ENSG00000062822),11229,3.0
RP5-991G20.1 (ENSG00000259768),11230,3.0
FANCM (ENSG00000187790),11231,3.0
TECRL (ENSG00000205678),11232,3.0
ASAP1 (ENSG00000153317),11233,3.0
C1orf174 (ENSG00000198912),11234,3.0
RAI1 (ENSG00000108557),11235,3.0
CTC-428G20.6 (ENSG00000271797),11236,3.0
LYL1 (ENSG00000104903),11237,3.0
C2orf48 (ENSG00000163009),11238,3.0
TUBB8 (ENSG00000261456),11239,3.0
GUCY1A2 (ENSG00000152402),11240,3.0
ARL10 (ENSG00000175414),11241,3.0
RP11-944C7.1 (ENSG00000258792),11242,3.0
ODF3L2 (ENSG00000181781),11243,3.0
LEF1 (ENSG00000138795),11244,3.0
PAFAH1B3 (ENSG00000079462),11245,3.0
LINC01572 (ENSG00000261008),11246,3.0
PRC1 (ENSG00000198901),11247,3.0
FGF5 (ENSG00000138675),11248,3.0
TMEM44 (ENSG00000145014),11249,3.0
RP3-483K16.4 (ENSG00000271367),11250,3.0
COPS8 (ENSG00000198612),11251,3.0
SIGMAR1 (ENSG00000147955),11252,3.0
RP11-867G23.8 (ENSG00000255468),11253,3.0
RALGDS (ENSG00000160271),11254,3.0
ADCK5 (ENSG00000173137),11255,3.0
ILF2 (ENSG00000143621),11256,3.0
RBBP7 (ENSG00000102054),11257,3.0
DCLRE1B (ENSG00000118655),11258,3.0
CCBE1 (ENSG00000183287),11259,3.0
ATAD2 (ENSG00000156802),11260,3.0
TMOD2 (ENSG00000128872),11261,3.0
PDDC1 (ENSG00000177225),11262,3.0
RIBC2 (ENSG00000128408),11263,3.0
AGER (ENSG00000204305),11264,3.0
SCNN1D (ENSG00000162572),11265,3.0
KB-1466C5.1 (ENSG00000273115),11266,3.0
CSRP3 (ENSG00000129170),11267,3.0
LRRC58 (ENSG00000163428),11268,3.0
RP11-666O2.2 (ENSG00000275441),11269,3.0
RP11-438L19.1 (ENSG00000272800),11270,3.0
HOTAIRM1 (ENSG00000233429),11271,3.0
MYOZ2 (ENSG00000172399),11272,3.0
H2AFY (ENSG00000113648),11273,3.0
CCDC81 (ENSG00000149201),11274,3.0
H1FX (ENSG00000184897),11275,3.0
PRMT1 (ENSG00000126457),11276,3.0
ALDH5A1 (ENSG00000112294),11277,3.0
NUDT11 (ENSG00000196368),11278,3.0
RGS13 (ENSG00000127074),11279,3.0
TP73-AS1 (ENSG00000227372),11280,3.0
SPATA5L1 (ENSG00000171763),11281,3.0
RB1 (ENSG00000139687),11282,3.0
RP11-73M18.10 (ENSG00000269910),11283,3.0
C14orf39 (ENSG00000179008),11284,3.0
SEPT10 (ENSG00000186522),11285,3.0
SMYD1 (ENSG00000115593),11286,3.0
C2orf82 (ENSG00000182600),11287,3.0
SCHIP1 (ENSG00000151967),11288,3.0
KIZ-AS1 (ENSG00000232712),11289,3.0
UNC45B (ENSG00000141161),11290,3.0
SCAF4 (ENSG00000156304),11291,3.0
MYL7 (ENSG00000106631),11292,3.0
ASXL1 (ENSG00000171456),11293,3.0
AC011043.1 (ENSG00000276256),11294,3.0
TBX1 (ENSG00000184058),11295,3.0
ERVK3-1 (ENSG00000142396),11296,3.0
KCNJ12 (ENSG00000184185),11297,3.0
RP11-95D17.1 (ENSG00000269973),11298,3.0
THAP9-AS1 (ENSG00000251022),11299,3.0
TIE1 (ENSG00000066056),11300,3.0
TMEM106C (ENSG00000134291),11301,3.0
RP11-401P9.4 (ENSG00000261685),11302,3.0
LIN54 (ENSG00000189308),11303,3.0
AC025171.1 (ENSG00000215068),11304,3.0
LL0XNC01-237H1.2 (ENSG00000239407),11305,3.0
SMURF1 (ENSG00000198742),11306,3.0
PXMP2 (ENSG00000176894),11307,3.0
LINC00574 (ENSG00000231690),11308,3.0
DET1 (ENSG00000140543),11309,3.0
CAND1 (ENSG00000111530),11310,3.0
CCDC67 (ENSG00000165325),11311,3.0
DDX41 (ENSG00000183258),11312,3.0
RP11-795F19.1 (ENSG00000261126),11313,3.0
RP5-1116H23.4 (ENSG00000278816),11314,3.0
MPDZ (ENSG00000107186),11315,3.0
RAE1 (ENSG00000101146),11316,3.0
ANAPC5 (ENSG00000089053),11317,3.0
NXPH2 (ENSG00000144227),11318,3.0
RHBDD1 (ENSG00000144468),11319,3.0
HPR (ENSG00000261701),11320,3.0
CTB-58E17.3 (ENSG00000275532),11321,3.0
TUBGCP4 (ENSG00000137822),11322,3.0
MSH5 (ENSG00000204410),11323,3.0
RGS5 (ENSG00000143248),11324,3.0
RP11-728F11.4 (ENSG00000254528),11325,3.0
SPECC1L (ENSG00000100014),11326,3.0
RP11-1055B8.9 (ENSG00000275966),11327,3.0
SNAP25-AS1 (ENSG00000227906),11328,3.0
H2AFY2 (ENSG00000099284),11329,3.0
KMT5A (ENSG00000183955),11330,3.0
TBXAS1 (ENSG00000059377),11331,3.0
EIF2B1 (ENSG00000111361),11332,3.0
AHI1 (ENSG00000135541),11333,3.0
SCLT1 (ENSG00000151466),11334,3.0
RP11-141B14.1 (ENSG00000270019),11335,3.0
NCAPH2 (ENSG00000025770),11336,3.0
HAS2-AS1 (ENSG00000248690),11337,3.0
CYYR1 (ENSG00000166265),11338,3.0
HNRNPUL1 (ENSG00000105323),11339,3.0
ENO3 (ENSG00000108515),11340,3.0
ATP6V0C (ENSG00000185883),11341,3.0
RP1-257A7.5 (ENSG00000272379),11342,3.0
HADH (ENSG00000138796),11343,3.0
STK17B (ENSG00000081320),11344,3.0
ALG1L2 (ENSG00000251287),11345,3.0
PRKACA (ENSG00000072062),11346,3.0
ZNF556 (ENSG00000172000),11347,3.0
AC004381.6 (ENSG00000005189),11348,3.0
SNHG15 (ENSG00000232956),11349,3.0
MAPK12 (ENSG00000188130),11350,3.0
AC002454.1 (ENSG00000237819),11351,3.0
MRPS5 (ENSG00000144029),11352,3.0
WNT5A-AS1 (ENSG00000244586),11353,3.0
AC092667.2 (ENSG00000230393),11354,3.0
HDDC2 (ENSG00000111906),11355,3.0
SPDYE3 (ENSG00000214300),11356,3.0
TNFRSF1B (ENSG00000028137),11357,3.0
EIF2S3L (ENSG00000180574),11358,3.0
PDE10A (ENSG00000112541),11359,3.0
DDHD1 (ENSG00000100523),11360,3.0
SNTB2 (ENSG00000168807),11361,3.0
PBK (ENSG00000168078),11362,3.0
LL0XNC01-116E7.2 (ENSG00000231728),11363,3.0
RP11-629G13.1 (ENSG00000247416),11364,3.0
TMEM109 (ENSG00000110108),11365,3.0
FOXL1 (ENSG00000176678),11366,3.0
NR0B1 (ENSG00000169297),11367,3.0
CEP128 (ENSG00000100629),11368,3.0
GCFC2 (ENSG00000005436),11369,3.0
CENPT (ENSG00000102901),11370,3.0
IGDCC3 (ENSG00000174498),11371,3.0
OSGEPL1 (ENSG00000128694),11372,3.0
MPPED1 (ENSG00000186732),11373,3.0
DNAJA1 (ENSG00000086061),11374,3.0
LBHD1 (ENSG00000162194),11375,3.0
MTX2 (ENSG00000128654),11376,3.0
RP5-1057I20.4 (ENSG00000268069),11377,3.0
MTRNR2L1 (ENSG00000256618),11378,3.0
FAM132B (ENSG00000178752),11379,3.0
HMGXB4 (ENSG00000100281),11380,3.0
LINC00924 (ENSG00000259134),11381,3.0
RAD9A (ENSG00000172613),11382,3.0
CEP250 (ENSG00000126001),11383,3.0
MTA1 (ENSG00000182979),11384,3.0
RP11-378J18.8 (ENSG00000272750),11385,3.0
SOHLH2 (ENSG00000120669),11386,3.0
ABHD3 (ENSG00000158201),11387,3.0
KANSL3 (ENSG00000114982),11388,3.0
ARHGAP11B (ENSG00000187951),11389,3.0
TTLL5 (ENSG00000119685),11390,3.0
FITM1 (ENSG00000139914),11391,3.0
POLN (ENSG00000130997),11392,3.0
POPDC3 (ENSG00000132429),11393,3.0
ITGA9 (ENSG00000144668),11394,3.0
ZNF781 (ENSG00000196381),11395,3.0
ZNF131 (ENSG00000172262),11396,3.0
ADAM15 (ENSG00000143537),11397,3.0
RP11-290D2.6 (ENSG00000273149),11398,3.0
HAGHL (ENSG00000103253),11399,3.0
UTS2 (ENSG00000049247),11400,3.0
ZNF490 (ENSG00000188033),11401,3.0
ENTPD1-AS1 (ENSG00000226688),11402,3.0
THEM6 (ENSG00000130193),11403,3.0
ASB13 (ENSG00000196372),11404,3.0
AC104532.4 (ENSG00000267571),11405,3.0
RP11-386G11.10 (ENSG00000258017),11406,3.0
MRPL40 (ENSG00000185608),11407,3.0
RP11-428K3.1 (ENSG00000273062),11408,3.0
CTD-3105H18.14 (ENSG00000268744),11409,3.0
TFAP4 (ENSG00000090447),11410,3.0
SFI1 (ENSG00000198089),11411,3.0
CH507-254M2.3 (ENSG00000280164),11412,3.0
HOXA2 (ENSG00000105996),11413,3.0
GAS2L3 (ENSG00000139354),11414,3.0
ESM1 (ENSG00000164283),11415,3.0
RP11-497H16.9 (ENSG00000269983),11416,3.0
BCAT2 (ENSG00000105552),11417,3.0
NNT-AS1 (ENSG00000248092),11418,3.0
UQCRC1 (ENSG00000010256),11419,3.0
RP11-488C13.5 (ENSG00000258301),11420,3.0
DCST2 (ENSG00000163354),11421,3.0
FGF10 (ENSG00000070193),11422,3.0
HSPBP1 (ENSG00000133265),11423,3.0
RP11-481J2.4 (ENSG00000276259),11424,3.0
POLD2 (ENSG00000106628),11425,3.0
RFXAP (ENSG00000133111),11426,3.0
SLC9B2 (ENSG00000164038),11427,3.0
ISOC1 (ENSG00000066583),11428,3.0
GRHPR (ENSG00000137106),11429,3.0
PLEKHG4 (ENSG00000196155),11430,3.0
ALKBH2 (ENSG00000189046),11431,3.0
TEX12 (ENSG00000150783),11432,3.0
SCAMP3 (ENSG00000116521),11433,3.0
NRG2 (ENSG00000158458),11434,3.0
ZNF24 (ENSG00000172466),11435,3.0
TMEM88 (ENSG00000167874),11436,3.0
CTB-25B13.5 (ENSG00000268798),11437,3.0
RAB3C (ENSG00000152932),11438,3.0
GP1BA (ENSG00000185245),11439,3.0
ADARB2 (ENSG00000185736),11440,3.0
RAD9B (ENSG00000151164),11441,3.0
MMAB (ENSG00000139428),11442,3.0
LINC00852 (ENSG00000231177),11443,3.0
GNLY (ENSG00000115523),11444,3.0
CEP41 (ENSG00000106477),11445,3.0
ATP9B (ENSG00000166377),11446,3.0
RP11-767C1.2 (ENSG00000272263),11447,3.0
GPR155 (ENSG00000163328),11448,3.0
IL12A (ENSG00000168811),11449,3.0
BMP5 (ENSG00000112175),11450,3.0
CTC-499B15.5 (ENSG00000197332),11451,3.0
RP11-157P1.4 (ENSG00000226332),11452,3.0
RP11-399E6.1 (ENSG00000235358),11453,3.0
BVES-AS1 (ENSG00000203808),11454,3.0
RP11-294J22.6 (ENSG00000262967),11455,3.0
CTD-3110H11.1 (ENSG00000259715),11456,3.0
SMDT1 (ENSG00000183172),11457,3.0
PRDM12 (ENSG00000130711),11458,3.0
RP11-370I10.12 (ENSG00000269514),11459,3.0
FBXW9 (ENSG00000132004),11460,3.0
KIAA0226L (ENSG00000102445),11461,3.0
RPS3 (ENSG00000149273),11462,3.0
KCNQ5 (ENSG00000185760),11463,3.0
KCNAB2 (ENSG00000069424),11464,3.0
KCNC1 (ENSG00000129159),11465,3.0
NOTUM (ENSG00000185269),11466,3.0
BCS1L (ENSG00000074582),11467,3.0
RP11-462L8.1 (ENSG00000229656),11468,3.0
FAM81A (ENSG00000157470),11469,3.0
PHF19 (ENSG00000119403),11470,3.0
MXD3 (ENSG00000213347),11471,3.0
KBTBD11 (ENSG00000176595),11472,3.0
PTCH1 (ENSG00000185920),11473,3.0
RP11-90J7.2 (ENSG00000229543),11474,3.0
NME4 (ENSG00000103202),11475,3.0
SEPT7-AS1 (ENSG00000228878),11476,3.0
HEY2 (ENSG00000135547),11477,3.0
FGFRL1 (ENSG00000127418),11478,3.0
ITPRIPL1 (ENSG00000198885),11479,3.0
RP11-287D1.2 (ENSG00000279070),11480,3.0
CSPP1 (ENSG00000104218),11481,3.0
SPON1 (ENSG00000262655),11482,3.0
BCHE (ENSG00000114200),11483,3.0
RP11-332H14.2 (ENSG00000272994),11484,3.0
RP5-991G20.2 (ENSG00000259209),11485,3.0
SHBG (ENSG00000129214),11486,3.0
TMEM31 (ENSG00000179363),11487,3.0
MEF2C-AS1 (ENSG00000248309),11488,3.0
ZSCAN16-AS1 (ENSG00000269293),11489,3.0
RP11-255M2.3 (ENSG00000277654),11490,3.0
HES4 (ENSG00000188290),11491,3.0
MBLAC2 (ENSG00000176055),11492,3.0
LINC01088 (ENSG00000249307),11493,3.0
MTSS1L (ENSG00000132613),11494,3.0
S100B (ENSG00000160307),11495,3.0
ZMYM6 (ENSG00000163867),11496,3.0
KLHL31 (ENSG00000124743),11497,3.0
NONO (ENSG00000147140),11498,3.0
RP11-528I4.2 (ENSG00000272969),11499,3.0
FAM217B (ENSG00000196227),11500,3.0
MPST (ENSG00000128309),11501,3.0
FAM27C (ENSG00000154537),11502,3.0
MINCR (ENSG00000253716),11503,3.0
RP11-834C11.5 (ENSG00000250432),11504,3.0
AKT2 (ENSG00000105221),11505,3.0
SLC2A4 (ENSG00000181856),11506,3.0
RP11-20I23.6 (ENSG00000261140),11507,3.0
SLC25A17 (ENSG00000100372),11508,3.0
CD48 (ENSG00000117091),11509,3.0
ERCC1 (ENSG00000012061),11510,3.0
RP11-589C21.6 (ENSG00000271938),11511,3.0
AC133528.2 (ENSG00000228989),11512,3.0
AGBL5-AS1 (ENSG00000231636),11513,3.0
RP11-617F23.1 (ENSG00000259291),11514,3.0
DDX10 (ENSG00000178105),11515,3.0
PCDHGB4 (ENSG00000253953),11516,3.0
HOXB2 (ENSG00000173917),11517,3.0
FAM89B (ENSG00000176973),11518,3.0
RP11-231C14.7 (ENSG00000198106),11519,3.0
ZNF516 (ENSG00000101493),11520,3.0
RP4-790G17.7 (ENSG00000276110),11521,3.0
AF129408.17 (ENSG00000272991),11522,3.0
MYLK-AS1 (ENSG00000239523),11523,3.0
KIAA1755 (ENSG00000149633),11524,3.0
DGKH (ENSG00000102780),11525,3.0
PEMT (ENSG00000133027),11526,3.0
MYOT (ENSG00000120729),11527,3.0
MDK (ENSG00000110492),11528,3.0
CDK6 (ENSG00000105810),11529,3.0
RPS6KA5 (ENSG00000100784),11530,3.0
KCNT2 (ENSG00000162687),11531,3.0
MEIS1-AS2 (ENSG00000230749),11532,3.0
IKBIP (ENSG00000166130),11533,3.0
CTD-2105E13.16 (ENSG00000276831),11534,3.0
PHLDB1 (ENSG00000019144),11535,3.0
FAHD1 (ENSG00000180185),11536,3.0
SIRPA (ENSG00000198053),11537,3.0
CUEDC2 (ENSG00000107874),11538,3.0
TAF3 (ENSG00000165632),11539,3.0
SENCR (ENSG00000254703),11540,3.0
CPT2 (ENSG00000157184),11541,3.0
THEM4 (ENSG00000159445),11542,3.0
GYPC (ENSG00000136732),11543,3.0
PPP1R3C (ENSG00000119938),11544,3.0
MAGED4 (ENSG00000154545),11545,3.0
C15orf61 (ENSG00000189227),11546,3.0
TRIM9 (ENSG00000100505),11547,3.0
ALOX5AP (ENSG00000132965),11548,3.0
G6PD (ENSG00000160211),11549,3.0
RNASEH2B-AS1 (ENSG00000233672),11550,3.0
ATF7IP2 (ENSG00000166669),11551,3.0
RP11-927P21.1 (ENSG00000265218),11552,3.0
RP11-715J22.2 (ENSG00000259895),11553,3.0
PYGO1 (ENSG00000171016),11554,3.0
FAM189B (ENSG00000160767),11555,3.0
ARL6IP4 (ENSG00000182196),11556,3.0
LGI4 (ENSG00000153902),11557,3.0
CPSF7 (ENSG00000149532),11558,3.0
GSTO1 (ENSG00000148834),11559,3.0
BZW2 (ENSG00000136261),11560,3.0
RP11-449P15.2 (ENSG00000273151),11561,3.0
VKORC1 (ENSG00000167397),11562,3.0
TENM4 (ENSG00000149256),11563,3.0
ALKBH3 (ENSG00000166199),11564,3.0
RP11-637O19.2 (ENSG00000235051),11565,3.0
NPL (ENSG00000135838),11566,3.0
RP11-282O18.3 (ENSG00000235423),11567,3.0
LINC01372 (ENSG00000235475),11568,3.0
LINC01285 (ENSG00000203650),11569,3.0
PEG3 (ENSG00000198300),11570,3.0
SETMAR (ENSG00000170364),11571,3.0
RP11-543C4.1 (ENSG00000247970),11572,3.0
CITED1 (ENSG00000125931),11573,3.0
CDK10 (ENSG00000185324),11574,3.0
RP11-544I20.2 (ENSG00000214770),11575,3.0
NAV2-AS3 (ENSG00000254542),11576,3.0
OVOS2 (ENSG00000177359),11577,3.0
TARID (ENSG00000227954),11578,3.0
CCT8 (ENSG00000156261),11579,3.0
KIAA1429 (ENSG00000164944),11580,3.0
C9orf50 (ENSG00000179058),11581,3.0
MACROD1 (ENSG00000133315),11582,3.0
