,number,cluster
PSMB3 (ENSG00000277791),637,0.0
GSK3A (ENSG00000105723),638,0.0
PSMB4 (ENSG00000159377),639,0.0
PSMB5 (ENSG00000100804),640,0.0
GSG1 (ENSG00000111305),641,0.0
GSE1 (ENSG00000131149),642,0.0
GSDMD (ENSG00000104518),643,0.0
PSMB6 (ENSG00000142507),644,0.0
PSMB7 (ENSG00000136930),645,0.0
GTF2A1 (ENSG00000165417),646,0.0
PSMD5 (ENSG00000095261),647,0.0
PRPF39 (ENSG00000185246),648,0.0
HACD1 (ENSG00000165996),649,0.0
HELB (ENSG00000127311),650,0.0
PRELID1 (ENSG00000169230),651,0.0
PRELID2 (ENSG00000186314),652,0.0
HECW1 (ENSG00000002746),653,0.0
PRELID3A (ENSG00000141391),654,0.0
HECTD3 (ENSG00000126107),655,0.0
PRELID3B (ENSG00000101166),656,0.0
PREX2 (ENSG00000046889),657,0.0
HECA (ENSG00000112406),658,0.0
HEBP2 (ENSG00000051620),659,0.0
HEBP1 (ENSG00000013583),660,0.0
HEATR6 (ENSG00000068097),661,0.0
HEATR5B (ENSG00000008869),662,0.0
HELLS (ENSG00000119969),663,0.0
HEATR5A (ENSG00000129493),664,0.0
HEATR1 (ENSG00000119285),665,0.0
HDX (ENSG00000165259),666,0.0
HDLBP (ENSG00000115677),667,0.0
PRICKLE1 (ENSG00000139174),668,0.0
HDGF (ENSG00000143321),669,0.0
HDDC3 (ENSG00000184508),670,0.0
PRICKLE3 (ENSG00000012211),671,0.0
PRICKLE4 (ENSG00000124593),672,0.0
PRIM1 (ENSG00000198056),673,0.0
HDAC8 (ENSG00000147099),674,0.0
PRIM2 (ENSG00000146143),675,0.0
HDAC5 (ENSG00000108840),676,0.0
PRKAA1 (ENSG00000132356),677,0.0
HEATR3 (ENSG00000155393),678,0.0
HELQ (ENSG00000163312),679,0.0
HELZ (ENSG00000198265),680,0.0
PREB (ENSG00000138073),681,0.0
HFE2 (ENSG00000168509),682,0.0
PPP6R3 (ENSG00000110075),683,0.0
PPRC1 (ENSG00000148840),684,0.0
PPT1 (ENSG00000131238),685,0.0
PPTC7 (ENSG00000196850),686,0.0
HEXIM2 (ENSG00000168517),687,0.0
HEXIM1 (ENSG00000186834),688,0.0
PPWD1 (ENSG00000113593),689,0.0
HEXB (ENSG00000049860),690,0.0
HEXA-AS1 (ENSG00000260339),691,0.0
PQBP1 (ENSG00000102103),692,0.0
HESX1 (ENSG00000163666),693,0.0
PQLC2L (ENSG00000174899),694,0.0
PQLC3 (ENSG00000162976),695,0.0
PRB3 (ENSG00000197870),696,0.0
PRCAT47 (ENSG00000260896),697,0.0
PRDM10 (ENSG00000170325),698,0.0
PRDM14 (ENSG00000147596),699,0.0
PRDM15 (ENSG00000141956),700,0.0
PRDM5 (ENSG00000138738),701,0.0
PRDX1 (ENSG00000117450),702,0.0
HERC5 (ENSG00000138646),703,0.0
HERC4 (ENSG00000148634),704,0.0
PRDX3 (ENSG00000165672),705,0.0
HERC2 (ENSG00000128731),706,0.0
PRDX4 (ENSG00000123131),707,0.0
PRDX5 (ENSG00000126432),708,0.0
HENMT1 (ENSG00000162639),709,0.0
PRDX6 (ENSG00000117592),710,0.0
HDAC3 (ENSG00000171720),711,0.0
PRPF38B (ENSG00000134186),712,0.0
PRKAA2 (ENSG00000162409),713,0.0
PRKACB (ENSG00000142875),714,0.0
PRLR (ENSG00000113494),715,0.0
PRMT3 (ENSG00000185238),716,0.0
HAUS2 (ENSG00000137814),717,0.0
HAUS1 (ENSG00000152240),718,0.0
HAT1 (ENSG00000128708),719,0.0
HAS3 (ENSG00000103044),720,0.0
PRMT5 (ENSG00000100462),721,0.0
PRMT8 (ENSG00000111218),722,0.0
PRNCR1 (ENSG00000282961),723,0.0
PROB1 (ENSG00000228672),724,0.0
HAPLN4 (ENSG00000187664),725,0.0
HAPLN3 (ENSG00000140511),726,0.0
PROCA1 (ENSG00000167525),727,0.0
HAUS6 (ENSG00000147874),728,0.0
HAP1 (ENSG00000173805),729,0.0
PROK2 (ENSG00000163421),730,0.0
PROKR1 (ENSG00000169618),731,0.0
HAMP (ENSG00000105697),732,0.0
PROM2 (ENSG00000155066),733,0.0
PROSER1 (ENSG00000120685),734,0.0
PROSER2 (ENSG00000148426),735,0.0
PRPF3 (ENSG00000117360),736,0.0
PRPF31 (ENSG00000105618),737,0.0
HACL1 (ENSG00000131373),738,0.0
PRPF38A (ENSG00000134748),739,0.0
HACD4 (ENSG00000188921),740,0.0
HACD3 (ENSG00000074696),741,0.0
HACD2 (ENSG00000206527),742,0.0
PROCR (ENSG00000101000),743,0.0
HAUS7 (ENSG00000213397),744,0.0
PRKX (ENSG00000183943),745,0.0
HAX1 (ENSG00000143575),746,0.0
HDAC1 (ENSG00000116478),747,0.0
HCST (ENSG00000126264),748,0.0
PRKAR1B (ENSG00000188191),749,0.0
HCN4 (ENSG00000138622),750,0.0
PRKAR2A (ENSG00000114302),751,0.0
PRKAR2B (ENSG00000005249),752,0.0
HCLS1 (ENSG00000180353),753,0.0
HCK (ENSG00000101336),754,0.0
PRKCA (ENSG00000154229),755,0.0
PRKCB (ENSG00000166501),756,0.0
PRKCD (ENSG00000163932),757,0.0
PRKCDBP (ENSG00000170955),758,0.0
HCG18 (ENSG00000231074),759,0.0
PRKCG (ENSG00000126583),760,0.0
HCG16 (ENSG00000244349),761,0.0
PRKCI (ENSG00000163558),762,0.0
HCFC1R1 (ENSG00000103145),763,0.0
HCFC1 (ENSG00000172534),764,0.0
HCCS (ENSG00000004961),765,0.0
PRKCQ (ENSG00000065675),766,0.0
PRKCZ (ENSG00000067606),767,0.0
HBS1L (ENSG00000112339),768,0.0
HBQ1 (ENSG00000086506),769,0.0
PRKD3 (ENSG00000115825),770,0.0
PRKDC (ENSG00000253729),771,0.0
HBEGF (ENSG00000113070),772,0.0
PRKRIP1 (ENSG00000128563),773,0.0
HBA2 (ENSG00000188536),774,0.0
HBA1 (ENSG00000206172),775,0.0
PRKAB2 (ENSG00000131791),776,0.0
RP11-11N9.4 (ENSG00000247134),777,0.0
GRIK5 (ENSG00000105737),778,0.0
PSMD6-AS2 (ENSG00000239653),779,0.0
RAB10 (ENSG00000084733),780,0.0
RAB11A (ENSG00000103769),781,0.0
GNG5 (ENSG00000174021),782,0.0
GNG4 (ENSG00000168243),783,0.0
RAB11FIP1 (ENSG00000156675),784,0.0
RAB11FIP3 (ENSG00000090565),785,0.0
RAB11FIP4 (ENSG00000131242),786,0.0
RAB12 (ENSG00000206418),787,0.0
RAB13 (ENSG00000143545),788,0.0
GNG10 (ENSG00000242616),789,0.0
RAB15 (ENSG00000139998),790,0.0
GNB5 (ENSG00000069966),791,0.0
GNB4 (ENSG00000114450),792,0.0
GNGT2 (ENSG00000167083),793,0.0
RAB17 (ENSG00000124839),794,0.0
RAB20 (ENSG00000139832),795,0.0
GNB1L (ENSG00000185838),796,0.0
GNB1 (ENSG00000078369),797,0.0
GNAS-AS1 (ENSG00000235590),798,0.0
RAB21 (ENSG00000080371),799,0.0
GNAQ (ENSG00000156052),800,0.0
GNAO1 (ENSG00000087258),801,0.0
GNAL (ENSG00000141404),802,0.0
RAB25 (ENSG00000132698),803,0.0
GNAI2 (ENSG00000114353),804,0.0
RAB29 (ENSG00000117280),805,0.0
GNA15 (ENSG00000060558),806,0.0
GNA14 (ENSG00000156049),807,0.0
RAB1B (ENSG00000174903),808,0.0
GNL1 (ENSG00000204590),809,0.0
GNL2 (ENSG00000134697),810,0.0
GNL3 (ENSG00000163938),811,0.0
GOLT1B (ENSG00000111711),812,0.0
GOLT1A (ENSG00000174567),813,0.0
GOLPH3L (ENSG00000143457),814,0.0
GOLPH3 (ENSG00000113384),815,0.0
GOLM1 (ENSG00000135052),816,0.0
PYDC1 (ENSG00000169900),817,0.0
PYM1 (ENSG00000170473),818,0.0
PYY (ENSG00000131096),819,0.0
QKI (ENSG00000112531),820,0.0
QPRT (ENSG00000103485),821,0.0
QRFPR (ENSG00000186867),822,0.0
QRICH1 (ENSG00000198218),823,0.0
QRSL1 (ENSG00000130348),824,0.0
QSER1 (ENSG00000060749),825,0.0
GOLGA3 (ENSG00000090615),826,0.0
QSOX1 (ENSG00000116260),827,0.0
GOLGA1 (ENSG00000136935),828,0.0
QSOX2 (ENSG00000165661),829,0.0
QTRT1 (ENSG00000213339),830,0.0
QTRTD1 (ENSG00000151576),831,0.0
R3HCC1L (ENSG00000166024),832,0.0
GNPTAB (ENSG00000111670),833,0.0
GNPNAT1 (ENSG00000100522),834,0.0
R3HDM1 (ENSG00000048991),835,0.0
GNPDA1 (ENSG00000113552),836,0.0
GNPAT (ENSG00000116906),837,0.0
GNMT (ENSG00000124713),838,0.0
R3HDM4 (ENSG00000198858),839,0.0
GNL3L (ENSG00000130119),840,0.0
GNA13 (ENSG00000120063),841,0.0
GON4L (ENSG00000116580),842,0.0
GNA12 (ENSG00000146535),843,0.0
GMPS (ENSG00000163655),844,0.0
GLRX3 (ENSG00000108010),845,0.0
GLRX2 (ENSG00000023572),846,0.0
GLRX (ENSG00000173221),847,0.0
RAB5A (ENSG00000144566),848,0.0
GLO1 (ENSG00000124767),849,0.0
GLMP (ENSG00000198715),850,0.0
GLMN (ENSG00000174842),851,0.0
RAB6B (ENSG00000154917),852,0.0
RAB8A (ENSG00000167461),853,0.0
RAB8B (ENSG00000166128),854,0.0
RAB9A (ENSG00000123595),855,0.0
RABAC1 (ENSG00000105404),856,0.0
GLIPR2 (ENSG00000122694),857,0.0
GLRX5 (ENSG00000182512),858,0.0
RABEP1 (ENSG00000029725),859,0.0
RABEPK (ENSG00000136933),860,0.0
RABGAP1L (ENSG00000152061),861,0.0
RABGGTB (ENSG00000137955),862,0.0
GLI2 (ENSG00000074047),863,0.0
RABIF (ENSG00000183155),864,0.0
GLG1 (ENSG00000090863),865,0.0
RABL3 (ENSG00000144840),866,0.0
GLDC (ENSG00000178445),867,0.0
GLCE (ENSG00000138604),868,0.0
RABL6 (ENSG00000196642),869,0.0
GLB1L3 (ENSG00000166105),870,0.0
RAC1 (ENSG00000136238),871,0.0
RAC3 (ENSG00000169750),872,0.0
GLIPR1L1 (ENSG00000173401),873,0.0
GLS (ENSG00000115419),874,0.0
GLS2 (ENSG00000135423),875,0.0
GLT1D1 (ENSG00000151948),876,0.0
GMPR2 (ENSG00000100938),877,0.0
RAB30 (ENSG00000137502),878,0.0
GMPPB (ENSG00000173540),879,0.0
RAB30-AS1 (ENSG00000246067),880,0.0
GMNN (ENSG00000112312),881,0.0
RAB31 (ENSG00000168461),882,0.0
GMIP (ENSG00000089639),883,0.0
RAB33B (ENSG00000172007),884,0.0
GMFB (ENSG00000197045),885,0.0
RAB34 (ENSG00000109113),886,0.0
GMEB1 (ENSG00000162419),887,0.0
RAB35 (ENSG00000111737),888,0.0
GMDS (ENSG00000112699),889,0.0
GMCL1 (ENSG00000087338),890,0.0
GM2A (ENSG00000196743),891,0.0
GLYR1 (ENSG00000140632),892,0.0
GLYCTK (ENSG00000168237),893,0.0
RAB39A (ENSG00000179331),894,0.0
GLYATL1 (ENSG00000166840),895,0.0
RAB39B (ENSG00000155961),896,0.0
GLUL (ENSG00000135821),897,0.0
GLUD1 (ENSG00000148672),898,0.0
RAB3B (ENSG00000169213),899,0.0
GLTSCR1L (ENSG00000112624),900,0.0
GLTSCR1 (ENSG00000063169),901,0.0
RAB3GAP2 (ENSG00000118873),902,0.0
RAB3IP (ENSG00000127328),903,0.0
RAB42 (ENSG00000188060),904,0.0
RAB4B (ENSG00000167578),905,0.0
GNA11 (ENSG00000088256),906,0.0
PSMD6 (ENSG00000163636),907,0.0
PYCR2 (ENSG00000143811),908,0.0
PYCARD (ENSG00000103490),909,0.0
PTBP3 (ENSG00000119314),910,0.0
PTCD3 (ENSG00000132300),911,0.0
PTCHD1 (ENSG00000165186),912,0.0
PTDSS1 (ENSG00000156471),913,0.0
GPS1 (ENSG00000169727),914,0.0
PTDSS2 (ENSG00000174915),915,0.0
GPRIN2 (ENSG00000204175),916,0.0
PTEN (ENSG00000171862),917,0.0
GPRC6A (ENSG00000173612),918,0.0
PTER (ENSG00000165983),919,0.0
GPRC5B (ENSG00000167191),920,0.0
PTGES2 (ENSG00000148334),921,0.0
PTGES3 (ENSG00000110958),922,0.0
GPT2 (ENSG00000166123),923,0.0
PTGES3L (ENSG00000267060),924,0.0
GPR89A (ENSG00000117262),925,0.0
PTH2 (ENSG00000142538),926,0.0
PTMA (ENSG00000187514),927,0.0
PTP4A2 (ENSG00000184007),928,0.0
PTPMT1 (ENSG00000110536),929,0.0
PTPN1 (ENSG00000196396),930,0.0
GPR63 (ENSG00000112218),931,0.0
PTPN11 (ENSG00000179295),932,0.0
PTPN12 (ENSG00000127947),933,0.0
PTPN14 (ENSG00000152104),934,0.0
PTPN2 (ENSG00000175354),935,0.0
PTPN21 (ENSG00000070778),936,0.0
GPR27 (ENSG00000170837),937,0.0
PTGR2 (ENSG00000140043),938,0.0
GPX1 (ENSG00000233276),939,0.0
PTBP2 (ENSG00000117569),940,0.0
GPX3 (ENSG00000211445),941,0.0
GRID2 (ENSG00000152208),942,0.0
PSMD7 (ENSG00000103035),943,0.0
PSMD9 (ENSG00000110801),944,0.0
GRIA3 (ENSG00000125675),945,0.0
PSME2 (ENSG00000100911),946,0.0
PSME3 (ENSG00000131467),947,0.0
PSME4 (ENSG00000068878),948,0.0
GRHL3 (ENSG00000158055),949,0.0
GRHL2 (ENSG00000083307),950,0.0
PSMG1 (ENSG00000183527),951,0.0
PSMG2 (ENSG00000128789),952,0.0
PSMG3 (ENSG00000157778),953,0.0
PSMG3-AS1 (ENSG00000230487),954,0.0
GRB7 (ENSG00000141738),955,0.0
GRB2 (ENSG00000177885),956,0.0
GRB14 (ENSG00000115290),957,0.0
GRB10 (ENSG00000106070),958,0.0
PSMG4 (ENSG00000180822),959,0.0
PSORS1C2 (ENSG00000204538),960,0.0
PSPC1 (ENSG00000121390),961,0.0
PSPH (ENSG00000146733),962,0.0
GRAMD3 (ENSG00000155324),963,0.0
PSRC1 (ENSG00000134222),964,0.0
PSTK (ENSG00000179988),965,0.0
PSTPIP1 (ENSG00000140368),966,0.0
PTAFR (ENSG00000169403),967,0.0
GPX8 (ENSG00000164294),968,0.0
PTAR1 (ENSG00000188647),969,0.0
PTBP1 (ENSG00000011304),970,0.0
PTPN23 (ENSG00000076201),971,0.0
PYCARD-AS1 (ENSG00000261359),972,0.0
PTPN4 (ENSG00000088179),973,0.0
PTPN6 (ENSG00000111679),974,0.0
PUS1 (ENSG00000177192),975,0.0
GPD1 (ENSG00000167588),976,0.0
PUS3 (ENSG00000110060),977,0.0
PUS7 (ENSG00000091127),978,0.0
PUS7L (ENSG00000129317),979,0.0
GPC4 (ENSG00000076716),980,0.0
PUSL1 (ENSG00000169972),981,0.0
PVALB (ENSG00000100362),982,0.0
PVRL1 (ENSG00000110400),983,0.0
GPBP1L1 (ENSG00000159592),984,0.0
PVRL3 (ENSG00000177707),985,0.0
PVT1 (ENSG00000249859),986,0.0
PWAR6 (ENSG00000257151),987,0.0
GPD2 (ENSG00000115159),988,0.0
GPATCH4 (ENSG00000160818),989,0.0
GPATCH2 (ENSG00000092978),990,0.0
PWP1 (ENSG00000136045),991,0.0
PWWP2A (ENSG00000170234),992,0.0
GPAT4 (ENSG00000158669),993,0.0
GPANK1 (ENSG00000204438),994,0.0
PWWP2B (ENSG00000171813),995,0.0
PXMP4 (ENSG00000101417),996,0.0
PXN-AS1 (ENSG00000255857),997,0.0
GOT2 (ENSG00000125166),998,0.0
GOT1 (ENSG00000120053),999,0.0
GOSR2 (ENSG00000108433),1000,0.0
GOSR1 (ENSG00000108587),1001,0.0
PXYLP1 (ENSG00000155893),1002,0.0
GPATCH3 (ENSG00000198746),1003,0.0
PURB (ENSG00000146676),1004,0.0
GPHA2 (ENSG00000149735),1005,0.0
PUM3 (ENSG00000080608),1006,0.0
GPR180 (ENSG00000152749),1007,0.0
GPR176 (ENSG00000166073),1008,0.0
GPR173 (ENSG00000184194),1009,0.0
PTPN9 (ENSG00000169410),1010,0.0
PTPRF (ENSG00000142949),1011,0.0
GPR160 (ENSG00000173890),1012,0.0
GPR157 (ENSG00000180758),1013,0.0
PTPRG (ENSG00000144724),1014,0.0
PTPRJ (ENSG00000149177),1015,0.0
GPR153 (ENSG00000158292),1016,0.0
PTPRK (ENSG00000152894),1017,0.0
PTPRN (ENSG00000054356),1018,0.0
GPR143 (ENSG00000101850),1019,0.0
GPR137C (ENSG00000180998),1020,0.0
PTPRS (ENSG00000105426),1021,0.0
PTPRZ1 (ENSG00000106278),1022,0.0
PTRF (ENSG00000177469),1023,0.0
PTRH1 (ENSG00000187024),1024,0.0
PTRH2 (ENSG00000141378),1025,0.0
GPR107 (ENSG00000148358),1026,0.0
PTRHD1 (ENSG00000184924),1027,0.0
PTS (ENSG00000150787),1028,0.0
GPN3 (ENSG00000111231),1029,0.0
GPN2 (ENSG00000142751),1030,0.0
GPN1 (ENSG00000198522),1031,0.0
GPM6B (ENSG00000046653),1032,0.0
PTTG1 (ENSG00000164611),1033,0.0
PTTG2 (ENSG00000250254),1034,0.0
PUM2 (ENSG00000055917),1035,0.0
GPR19 (ENSG00000183150),1036,0.0
PPP6R2 (ENSG00000100239),1037,0.0
RP11-121C2.2 (ENSG00000259959),1038,0.0
RP11-126K1.2 (ENSG00000232671),1039,0.0
RP4-563E14.1 (ENSG00000273759),1040,0.0
RP4-621N11.2 (ENSG00000269846),1041,0.0
RP4-622L5.7 (ENSG00000224066),1042,0.0
RP4-635E18.6 (ENSG00000230337),1043,0.0
RP4-647C14.2 (ENSG00000258376),1044,0.0
RP4-660H19.1 (ENSG00000225087),1045,0.0
EFCAB6 (ENSG00000186976),1046,0.0
RP4-773N10.4 (ENSG00000258634),1047,0.0
EFCAB2 (ENSG00000203666),1048,0.0
EFCAB14 (ENSG00000159658),1049,0.0
EFCAB13 (ENSG00000178852),1050,0.0
RP4-798A10.4 (ENSG00000224174),1051,0.0
EFCAB11 (ENSG00000140025),1052,0.0
RP4-555D20.4 (ENSG00000272121),1053,0.0
EFCAB10 (ENSG00000185055),1054,0.0
RP4-816N1.6 (ENSG00000258325),1055,0.0
EEF2KMT (ENSG00000118894),1056,0.0
EEF2K (ENSG00000103319),1057,0.0
RP5-1050D4.3 (ENSG00000262429),1058,0.0
EEF1G (ENSG00000254772),1059,0.0
EEF1E1 (ENSG00000124802),1060,0.0
RP5-1068H6.6 (ENSG00000278595),1061,0.0
EEF1B2 (ENSG00000114942),1062,0.0
RP5-1085F17.3 (ENSG00000260257),1063,0.0
RP5-1092A3.4 (ENSG00000270605),1064,0.0
EED (ENSG00000074266),1065,0.0
EEA1 (ENSG00000102189),1066,0.0
RP5-1112D6.4 (ENSG00000230177),1067,0.0
RP4-806M20.4 (ENSG00000268649),1068,0.0
RP5-1125A11.6 (ENSG00000275784),1069,0.0
EFHD2 (ENSG00000142634),1070,0.0
RP4-548D19.3 (ENSG00000272661),1071,0.0
RP13-650J16.1 (ENSG00000264569),1072,0.0
EHD4 (ENSG00000103966),1073,0.0
EHD3 (ENSG00000013016),1074,0.0
RP13-714J12.1 (ENSG00000274373),1075,0.0
RP13-726E6.2 (ENSG00000255367),1076,0.0
RP13-753N3.3 (ENSG00000275185),1077,0.0
RP13-895J2.3 (ENSG00000256542),1078,0.0
EGR4 (ENSG00000135625),1079,0.0
RP13-895J2.6 (ENSG00000277011),1080,0.0
RP3-325F22.5 (ENSG00000272189),1081,0.0
RP3-380B8.4 (ENSG00000233064),1082,0.0
EGLN3 (ENSG00000129521),1083,0.0
EGLN2 (ENSG00000269858),1084,0.0
RP4-555D20.2 (ENSG00000261786),1085,0.0
RP3-399L15.3 (ENSG00000228624),1086,0.0
RP3-414A15.10 (ENSG00000258603),1087,0.0
RP3-465N24.6 (ENSG00000272432),1088,0.0
RP3-475N16.1 (ENSG00000231113),1089,0.0
EGFL7 (ENSG00000172889),1090,0.0
RP3-500L14.2 (ENSG00000272209),1091,0.0
EFTUD2 (ENSG00000108883),1092,0.0
EFTUD1 (ENSG00000140598),1093,0.0
RP3-508I15.21 (ENSG00000272669),1094,0.0
EFR3A (ENSG00000132294),1095,0.0
RP3-508I15.22 (ENSG00000273076),1096,0.0
RP3-522D1.1 (ENSG00000224167),1097,0.0
RP4-533D7.5 (ENSG00000227857),1098,0.0
RP4-545C24.1 (ENSG00000244198),1099,0.0
RP3-412A9.16 (ENSG00000273387),1100,0.0
RP5-1159O4.1 (ENSG00000272894),1101,0.0
RP5-1187M17.10 (ENSG00000088899),1102,0.0
RP5-834N19.1 (ENSG00000232650),1103,0.0
RPAP2 (ENSG00000122484),1104,0.0
EBAG9 (ENSG00000147654),1105,0.0
EARS2 (ENSG00000103356),1106,0.0
EAF2 (ENSG00000145088),1107,0.0
RPAP3 (ENSG00000005175),1108,0.0
EAF1 (ENSG00000144597),1109,0.0
RPE (ENSG00000197713),1110,0.0
RPEL1 (ENSG00000235376),1111,0.0
E2F7 (ENSG00000165891),1112,0.0
RPF1 (ENSG00000117133),1113,0.0
E2F5 (ENSG00000133740),1114,0.0
E2F4 (ENSG00000205250),1115,0.0
E2F3 (ENSG00000112242),1116,0.0
RPAP1 (ENSG00000103932),1117,0.0
E2F1 (ENSG00000101412),1118,0.0
RPF2 (ENSG00000197498),1119,0.0
RPGRIP1L (ENSG00000103494),1120,0.0
DZANK1 (ENSG00000089091),1121,0.0
RPL11 (ENSG00000142676),1122,0.0
RPL12 (ENSG00000197958),1123,0.0
DYRK2 (ENSG00000127334),1124,0.0
RPL17 (ENSG00000265681),1125,0.0
DYRK1A (ENSG00000157540),1126,0.0
DYNLT1 (ENSG00000146425),1127,0.0
DYNLRB1 (ENSG00000125971),1128,0.0
DYNLL2 (ENSG00000264364),1129,0.0
DYNLL1 (ENSG00000088986),1130,0.0
RPL22 (ENSG00000116251),1131,0.0
DZIP3 (ENSG00000198919),1132,0.0
RPAIN (ENSG00000129197),1133,0.0
RPA4 (ENSG00000204086),1134,0.0
RPA3 (ENSG00000106399),1135,0.0
EDIL3 (ENSG00000164176),1136,0.0
EDF1 (ENSG00000107223),1137,0.0
EDEM3 (ENSG00000116406),1138,0.0
EDEM2 (ENSG00000088298),1139,0.0
RP5-858B6.3 (ENSG00000223393),1140,0.0
EDC4 (ENSG00000038358),1141,0.0
EDC3 (ENSG00000179151),1142,0.0
RP5-862P8.2 (ENSG00000143674),1143,0.0
RP5-894A10.2 (ENSG00000244701),1144,0.0
EDA (ENSG00000158813),1145,0.0
ECT2 (ENSG00000114346),1146,0.0
RP5-903G2.2 (ENSG00000254610),1147,0.0
RP5-908M14.9 (ENSG00000273619),1148,0.0
RP5-943J3.2 (ENSG00000272931),1149,0.0
RP5-963E22.6 (ENSG00000273821),1150,0.0
RP5-967N21.11 (ENSG00000275632),1151,0.0
ECI1 (ENSG00000167969),1152,0.0
ECHS1 (ENSG00000127884),1153,0.0
ECHDC3 (ENSG00000134463),1154,0.0
RP5-984P4.6 (ENSG00000278041),1155,0.0
RP6-65G23.3 (ENSG00000259153),1156,0.0
RP6-65G23.5 (ENSG00000275630),1157,0.0
ECE2 (ENSG00000145194),1158,0.0
RPA1 (ENSG00000132383),1159,0.0
ECD (ENSG00000122882),1160,0.0
EBPL (ENSG00000123179),1161,0.0
EBP (ENSG00000147155),1162,0.0
EBNA1BP2 (ENSG00000117395),1163,0.0
EBLN3 (ENSG00000281649),1164,0.0
EHMT1 (ENSG00000181090),1165,0.0
RP13-401N8.1 (ENSG00000226465),1166,0.0
EI24 (ENSG00000149547),1167,0.0
RP13-270P17.3 (ENSG00000272688),1168,0.0
EMC9 (ENSG00000100908),1169,0.0
EMC8 (ENSG00000131148),1170,0.0
EMC7 (ENSG00000134153),1171,0.0
EMC6 (ENSG00000127774),1172,0.0
EMC4 (ENSG00000128463),1173,0.0
EMC3 (ENSG00000125037),1174,0.0
EMC2 (ENSG00000104412),1175,0.0
EMC10 (ENSG00000161671),1176,0.0
EMC1 (ENSG00000127463),1177,0.0
EMB (ENSG00000170571),1178,0.0
ELP5 (ENSG00000170291),1179,0.0
RP11-796E10.1 (ENSG00000270460),1180,0.0
ELP2 (ENSG00000134759),1181,0.0
RP11-792A8.4 (ENSG00000272831),1182,0.0
ELOVL7 (ENSG00000164181),1183,0.0
RP11-798K3.2 (ENSG00000259347),1184,0.0
ELOVL4 (ENSG00000118402),1185,0.0
RP11-7F17.8 (ENSG00000273729),1186,0.0
RP11-7F18.2 (ENSG00000271966),1187,0.0
RP11-806H10.4 (ENSG00000266970),1188,0.0
ELOF1 (ENSG00000130165),1189,0.0
RP11-80H5.2 (ENSG00000232936),1190,0.0
RP11-814H16.2 (ENSG00000272862),1191,0.0
RP11-817O13.8 (ENSG00000260274),1192,0.0
ELMO3 (ENSG00000102890),1193,0.0
RP11-82L7.4 (ENSG00000259223),1194,0.0
ELL2 (ENSG00000118985),1195,0.0
RP11-83N9.5 (ENSG00000260193),1196,0.0
ELOVL6 (ENSG00000170522),1197,0.0
EMD (ENSG00000102119),1198,0.0
EME2 (ENSG00000197774),1199,0.0
EMG1 (ENSG00000126749),1200,0.0
ENOPH1 (ENSG00000145293),1201,0.0
RP11-689C9.1 (ENSG00000272461),1202,0.0
RP11-696N14.1 (ENSG00000246090),1203,0.0
RP11-697E2.6 (ENSG00000261147),1204,0.0
RP11-69I8.2 (ENSG00000236673),1205,0.0
RP11-701H24.9 (ENSG00000214265),1206,0.0
RP11-706P11.2 (ENSG00000278703),1207,0.0
ENHO (ENSG00000168913),1208,0.0
RP11-712L6.5 (ENSG00000255062),1209,0.0
RP11-722E23.2 (ENSG00000272338),1210,0.0
RP11-728G15.1 (ENSG00000256008),1211,0.0
RP11-731C17.2 (ENSG00000273486),1212,0.0
RP11-73K9.2 (ENSG00000260526),1213,0.0
ENAH (ENSG00000154380),1214,0.0
RP11-74E22.8 (ENSG00000277200),1215,0.0
EMX1 (ENSG00000135638),1216,0.0
EMSY (ENSG00000158636),1217,0.0
RP11-758M4.4 (ENSG00000253706),1218,0.0
RP11-768F21.1 (ENSG00000248636),1219,0.0
RP11-771K4.1 (ENSG00000256232),1220,0.0
RP11-776H12.1 (ENSG00000226476),1221,0.0
EML5 (ENSG00000165521),1222,0.0
EML4 (ENSG00000143924),1223,0.0
RP11-778D9.13 (ENSG00000273181),1224,0.0
EML2 (ENSG00000125746),1225,0.0
RP11-77P6.2 (ENSG00000227896),1226,0.0
EMILIN2 (ENSG00000132205),1227,0.0
RP11-783K16.5 (ENSG00000256940),1228,0.0
RP11-78L16.1 (ENSG00000278630),1229,0.0
RP11-848P1.5 (ENSG00000264107),1230,0.0
RPL22L1 (ENSG00000163584),1231,0.0
ELK1 (ENSG00000126767),1232,0.0
RP11-849F2.9 (ENSG00000269947),1233,0.0
RP11-932O9.10 (ENSG00000269974),1234,0.0
EIF3E (ENSG00000104408),1235,0.0
RP11-93H24.3 (ENSG00000273723),1236,0.0
RP11-94I2.4 (ENSG00000274372),1237,0.0
RP11-95P2.3 (ENSG00000263105),1238,0.0
EIF3B (ENSG00000106263),1239,0.0
EIF3A (ENSG00000107581),1240,0.0
RP11-961A15.3 (ENSG00000277597),1241,0.0
EIF2S3 (ENSG00000130741),1242,0.0
EIF2S2 (ENSG00000125977),1243,0.0
EIF2S1 (ENSG00000134001),1244,0.0
RP11-96B5.3 (ENSG00000223502),1245,0.0
EIF2B5 (ENSG00000145191),1246,0.0
EIF3I (ENSG00000084623),1247,0.0
EIF2B4 (ENSG00000115211),1248,0.0
RP11-96D1.11 (ENSG00000262160),1249,0.0
EIF2AK4 (ENSG00000128829),1250,0.0
EIF2AK3 (ENSG00000172071),1251,0.0
